Holtsville NY, 40.922326, -72.637078
Holtsville NY, 40.922326, -72.637078
Adjuntas PR, 18.165273, -66.722583
Aguada PR, 18.393103, -67.180953
Aguadilla PR, 18.455913, -67.14578
Aguadilla PR, 18.49352, -67.135883
Aguadilla PR, 18.465162, -67.141486
Maricao PR, 18.172947, -66.944111
Anasco PR, 18.288685, -67.139696
Angeles PR, 18.279531, -66.80217
Arecibo PR, 18.450674, -66.698262
Arecibo PR, 18.458093, -66.732732
Arecibo PR, 18.429675, -66.674506
Bajadero PR, 18.444792, -66.640678
Barceloneta PR, 18.447092, -66.544255
Boqueron PR, 17.998531, -67.187318
Cabo Rojo PR, 18.062201, -67.149541
Penuelas PR, 18.023535, -66.726156
Camuy PR, 18.477891, -66.85477
Castaner PR, 18.269187, -66.864993
Rosario PR, 18.113284, -67.039706
Sabana Grande PR, 18.087322, -66.934911
Ciales PR, 18.33616, -66.472087
Utuado PR, 18.250027, -66.698957
Dorado PR, 18.43606, -66.281954
Ensenada PR, 17.969594, -66.939754
Florida PR, 18.360125, -66.562311
Garrochales PR, 18.457254, -66.603358
Guanica PR, 17.972468, -66.898661
Guayanilla PR, 18.02328, -66.786909
Hatillo PR, 18.481391, -66.808696
Hormigueros PR, 18.145486, -67.135323
Isabela PR, 18.480285, -67.028155
Jayuya PR, 18.217606, -66.598306
Lajas PR, 18.015099, -67.055973
Lares PR, 18.295952, -66.881925
Las Marias PR, 18.252135, -66.990967
Manati PR, 18.44553, -66.490268
Moca PR, 18.383727, -67.080799
Rincon PR, 18.335781, -67.252547
Quebradillas PR, 18.45303, -66.933689
Mayaguez PR, 18.219023, -67.508068
Mayaguez PR, 18.219023, -67.508068
Mayaguez PR, 18.219023, -67.508068
San German PR, 18.113284, -67.039706
San Sebastian PR, 18.3236, -66.972227
Morovis PR, 18.316976, -66.415207
Sabana Hoyos PR, 18.429675, -66.674506
San Antonio PR, 18.476196, -67.139597
Vega Alta PR, 18.435818, -66.338523
Vega Baja PR, 18.443109, -66.398302
Vega Baja PR, 18.443109, -66.398302
Yauco PR, 18.06104, -66.861164
Aguas Buenas PR, 18.250398, -66.12845
Aguirre PR, 17.99229, -66.139253
Aibonito PR, 18.128092, -66.268717
Maunabo PR, 18.007014, -65.898719
Arroyo PR, 17.96751, -66.04138
Mercedita PR, 18.011854, -66.563721
Ponce PR, 18.001995, -66.607429
Ponce PR, 18.001995, -66.607429
Naguabo PR, 18.22139, -65.77831
Naranjito PR, 18.298017, -66.229751
Orocovis PR, 18.226862, -66.39402
Palmer PR, 18.364161, -65.778288
Patillas PR, 18.009994, -66.010572
Caguas PR, 18.212965, -66.058033
Caguas PR, 18.212965, -66.058033
Caguas PR, 18.212965, -66.058033
Ponce PR, 18.001995, -66.607429
Canovanas PR, 18.333093, -65.883864
Ponce PR, 18.001995, -66.607429
Ponce PR, 18.03831, -66.626344
Ponce PR, 18.021781, -66.613742
Ponce PR, 18.019331, -66.619165
Ponce PR, 17.999499, -66.643934
Ceiba PR, 18.264872, -65.594769
Cayey PR, 18.102967, -66.139274
Cayey PR, 18.102967, -66.139274
Fajardo PR, 18.359381, -65.611361
Cidra PR, 18.181469, -66.169519
Puerto Real PR, 18.331958, -65.63878
Punta Santiago PR, 18.162156, -65.753485
Roosevelt Roads PR, 18.264872, -65.594769
Rio Blanco PR, 18.206329, -65.743058
Rio Grande PR, 18.367347, -65.816583
Salinas PR, 17.99852, -66.264825
San Lorenzo PR, 18.187584, -65.962389
Santa Isabel PR, 17.991233, -66.395543
Vieques PR, 18.123347, -65.460356
Villalba PR, 18.120519, -66.496607
Yabucoa PR, 18.045522, -65.886988
Coamo PR, 18.095992, -66.35081
Las Piedras PR, 18.196576, -65.87197
Loiza PR, 18.447406, -65.899357
Luquillo PR, 18.366027, -65.708138
Culebra PR, 18.323736, -65.296467
Juncos PR, 18.206489, -65.901774
Gurabo PR, 18.259092, -65.974641
Coto Laurel PR, 18.001995, -66.607429
Comerio PR, 18.224958, -66.219885
Corozal PR, 18.304369, -66.330525
Guayama PR, 17.99229, -66.139253
Guayama PR, 18.018822, -66.795603
La Plata PR, 18.128092, -66.268717
